preset_id	rank	snippet_slug	piece_id
balanced-default	85	url-email-phone-parsing	url-email-phone-parsing__01__three-common-pipelines
balanced-default	86	url-email-phone-parsing	url-email-phone-parsing__02__why-some-url-options-fail
balanced-default	87	mcq-elimination-checklist	mcq-elimination-checklist__01__10-second-elimination-flow
balanced-default	88	mcq-elimination-checklist	mcq-elimination-checklist__02__question-wording-decoder
balanced-default	89	mutation-vs-return	mutation-vs-return__01__mutate-return-object-after-call
balanced-default	90	mutation-vs-return	mutation-vs-return__03__fast-trap-signals
post-midterm-tilted	1	builtins-return-values	builtins-return-values__01__built-ins-at-a-glance
post-midterm-tilted	2	builtins-return-values	builtins-return-values__03__common-confusion
post-midterm-tilted	3	datetime-timedelta-day-counts	datetime-timedelta-day-counts__01__core-formulas
post-midterm-tilted	4	datetime-timedelta-day-counts	datetime-timedelta-day-counts__03__type-trap
post-midterm-tilted	5	datetime-overlap-logic	datetime-overlap-logic__01__overlap-rule
post-midterm-tilted	6	datetime-overlap-logic	datetime-overlap-logic__02__lunch-meeting-pattern
post-midterm-tilted	7	datetime-overlap-logic	datetime-overlap-logic__03__trap-hints
post-midterm-tilted	8	datetime-strptime-strftime	datetime-strptime-strftime__01__parse-vs-format
post-midterm-tilted	9	datetime-strptime-strftime	datetime-strptime-strftime__02__directive-mini-table
post-midterm-tilted	10	datetime-strptime-strftime	datetime-strptime-strftime__03__exam-style-examples
post-midterm-tilted	11	datetime-build-from-parts	datetime-build-from-parts__01__constructor-order
post-midterm-tilted	12	datetime-build-from-parts	datetime-build-from-parts__02__from-date-string-and-time-string
post-midterm-tilted	13	datetime-build-from-parts	datetime-build-from-parts__03__from-dataframe-columns
post-midterm-tilted	14	datetime-sequence-generation	datetime-sequence-generation__01__list-of-weekly-dates
post-midterm-tilted	15	datetime-sequence-generation	datetime-sequence-generation__02__dataframe-weekly-index
post-midterm-tilted	16	datetime-sequence-generation	datetime-sequence-generation__03__most-common-mistake
post-midterm-tilted	17	dict-iteration-equality	dict-iteration-equality__01__two-must-know-facts
post-midterm-tilted	18	dict-iteration-equality	dict-iteration-equality__03__odd-one-out-pattern
post-midterm-tilted	19	higher-order-lambda	higher-order-lambda__01__core-forms
post-midterm-tilted	20	args-and-kwargs	args-and-kwargs__01__args-kwargs-cheat-table
post-midterm-tilted	21	args-and-kwargs	args-and-kwargs__02__two-exam-templates
post-midterm-tilted	22	return-none-and-function-end	return-none-and-function-end__01__three-rules
post-midterm-tilted	23	return-none-and-function-end	return-none-and-function-end__03__what-to-check-in-options
post-midterm-tilted	24	local-vs-global-scope	local-vs-global-scope__01__scope-rules
post-midterm-tilted	25	local-vs-global-scope	local-vs-global-scope__03__fast-elimination-hint
post-midterm-tilted	26	oop-init-self-defaults	oop-init-self-defaults__01__constructor-checklist
post-midterm-tilted	27	oop-init-self-defaults	oop-init-self-defaults__02__canonical-template
post-midterm-tilted	28	oop-init-self-defaults	oop-init-self-defaults__03__common-wrong-answers
post-midterm-tilted	29	oop-state-and-collection-attributes	oop-state-and-collection-attributes__01__safe-patterns-for-collection-attributes
post-midterm-tilted	30	oop-state-and-collection-attributes	oop-state-and-collection-attributes__02__add-capacity-logic
post-midterm-tilted	31	oop-state-and-collection-attributes	oop-state-and-collection-attributes__04__average-rating-pattern
post-midterm-tilted	32	oop-state-and-collection-attributes	oop-state-and-collection-attributes__05__numbered-report-dict
post-midterm-tilted	33	oop-method-calls-and-self	oop-method-calls-and-self__01__definition-vs-call
post-midterm-tilted	34	oop-method-calls-and-self	oop-method-calls-and-self__03__attribute-access-rule
post-midterm-tilted	35	oop-compare-and-report-patterns	oop-compare-and-report-patterns__01__comparison-template
post-midterm-tilted	36	oop-compare-and-report-patterns	oop-compare-and-report-patterns__02__report-overview-template
post-midterm-tilted	37	oop-compare-and-report-patterns	oop-compare-and-report-patterns__03__common-traps
post-midterm-tilted	38	pandas-build-from-args	pandas-build-from-args__01__template
post-midterm-tilted	39	pandas-build-from-args	pandas-build-from-args__02__why-some-options-fail
post-midterm-tilted	40	pandas-sort-index-vs-values	pandas-sort-index-vs-values__01__sorting-table
post-midterm-tilted	41	pandas-sort-index-vs-values	pandas-sort-index-vs-values__03__trap-hint
post-midterm-tilted	42	pandas-series-vs-dataframe	pandas-series-vs-dataframe__01__one-column-selection-shapes
post-midterm-tilted	43	pandas-series-vs-dataframe	pandas-series-vs-dataframe__03__datatype-difference-trap
post-midterm-tilted	44	pandas-loc-iloc	pandas-loc-iloc__01__loc-vs-iloc
post-midterm-tilted	45	pandas-loc-iloc	pandas-loc-iloc__02__bank-style-examples
post-midterm-tilted	46	pandas-loc-iloc	pandas-loc-iloc__03__fast-warning
post-midterm-tilted	47	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__01__correct-mask-syntax
post-midterm-tilted	48	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__02__what-is-invalid
post-midterm-tilted	49	pandas-vectorized-new-columns	pandas-vectorized-new-columns__01__vectorized-patterns
post-midterm-tilted	50	pandas-vectorized-new-columns	pandas-vectorized-new-columns__02__scalar-series-is-fine
post-midterm-tilted	51	pandas-map-vs-apply	pandas-map-vs-apply__01__decision-table
post-midterm-tilted	52	pandas-map-vs-apply	pandas-map-vs-apply__02__correct-examples
post-midterm-tilted	53	pandas-map-vs-apply	pandas-map-vs-apply__03__common-wrong-patterns
post-midterm-tilted	54	pandas-string-and-date-columns	pandas-string-and-date-columns__01__common-column-transforms
post-midterm-tilted	55	pandas-string-and-date-columns	pandas-string-and-date-columns__02__date-column-from-day-month-year
post-midterm-tilted	56	fstrings-and-format	fstrings-and-format__01__formatting-patterns
post-midterm-tilted	57	fstrings-and-format	fstrings-and-format__02__exam-like-reminders
post-midterm-tilted	58	fstrings-and-format	fstrings-and-format__04__list-of-dicts-print-pattern
post-midterm-tilted	59	targeted-string-edit-patterns	targeted-string-edit-patterns__01__single-occurrence-replace-rule
post-midterm-tilted	60	targeted-string-edit-patterns	targeted-string-edit-patterns__03__normalize-before-comparing-strings
post-midterm-tilted	61	split-join-replace	split-join-replace__01__method-table
post-midterm-tilted	62	split-join-replace	split-join-replace__02__exam-style-patterns
post-midterm-tilted	63	split-join-replace	split-join-replace__03__join-trap
post-midterm-tilted	64	find-index-count	find-index-count__01__comparison-table
post-midterm-tilted	65	find-index-count	find-index-count__02__second-occurrence-pattern
post-midterm-tilted	66	case-and-capitalization	case-and-capitalization__01__quick-reference
post-midterm-tilted	67	case-and-capitalization	case-and-capitalization__02__swap-case-comprehension
post-midterm-tilted	68	url-email-phone-parsing	url-email-phone-parsing__01__three-common-pipelines
post-midterm-tilted	69	url-email-phone-parsing	url-email-phone-parsing__02__why-some-url-options-fail
post-midterm-tilted	70	mcq-elimination-checklist	mcq-elimination-checklist__01__10-second-elimination-flow
post-midterm-tilted	71	mcq-elimination-checklist	mcq-elimination-checklist__02__question-wording-decoder
post-midterm-tilted	72	mutation-vs-return	mutation-vs-return__01__mutate-return-object-after-call
post-midterm-tilted	73	mutation-vs-return	mutation-vs-return__03__fast-trap-signals
trap-hunter	1	mcq-elimination-checklist	mcq-elimination-checklist__01__10-second-elimination-flow
trap-hunter	2	mcq-elimination-checklist	mcq-elimination-checklist__02__question-wording-decoder
trap-hunter	3	mcq-elimination-checklist	mcq-elimination-checklist__04__scope-sanity-check
trap-hunter	4	mutation-vs-return	mutation-vs-return__01__mutate-return-object-after-call
trap-hunter	5	mutation-vs-return	mutation-vs-return__03__fast-trap-signals
trap-hunter	6	types-none-bool-equality	types-none-bool-equality__01__equality-truthiness-mini-table
trap-hunter	7	types-none-bool-equality	types-none-bool-equality__02__chains-and-booleans
trap-hunter	8	membership-and-condition-logic	membership-and-condition-logic__01__membership-semantics
trap-hunter	9	membership-and-condition-logic	membership-and-condition-logic__02__condition-patterns-worth-memorizing
trap-hunter	10	builtins-return-values	builtins-return-values__01__built-ins-at-a-glance
trap-hunter	11	builtins-return-values	builtins-return-values__03__common-confusion
trap-hunter	12	builtins-return-values	builtins-return-values__04__type-example
trap-hunter	13	local-vs-global-scope	local-vs-global-scope__01__scope-rules
trap-hunter	14	local-vs-global-scope	local-vs-global-scope__03__fast-elimination-hint
trap-hunter	15	return-none-and-function-end	return-none-and-function-end__01__three-rules
trap-hunter	16	return-none-and-function-end	return-none-and-function-end__03__what-to-check-in-options
trap-hunter	17	split-join-replace	split-join-replace__01__method-table
trap-hunter	18	split-join-replace	split-join-replace__02__exam-style-patterns
trap-hunter	19	split-join-replace	split-join-replace__03__join-trap
trap-hunter	20	targeted-string-edit-patterns	targeted-string-edit-patterns__01__single-occurrence-replace-rule
trap-hunter	21	targeted-string-edit-patterns	targeted-string-edit-patterns__03__normalize-before-comparing-strings
trap-hunter	22	find-index-count	find-index-count__01__comparison-table
trap-hunter	23	find-index-count	find-index-count__02__second-occurrence-pattern
trap-hunter	24	dict-iteration-equality	dict-iteration-equality__01__two-must-know-facts
trap-hunter	25	dict-iteration-equality	dict-iteration-equality__03__odd-one-out-pattern
trap-hunter	26	oop-init-self-defaults	oop-init-self-defaults__01__constructor-checklist
trap-hunter	27	oop-init-self-defaults	oop-init-self-defaults__02__canonical-template
trap-hunter	28	oop-init-self-defaults	oop-init-self-defaults__03__common-wrong-answers
trap-hunter	29	oop-method-calls-and-self	oop-method-calls-and-self__01__definition-vs-call
trap-hunter	30	oop-method-calls-and-self	oop-method-calls-and-self__03__attribute-access-rule
trap-hunter	31	datetime-strptime-strftime	datetime-strptime-strftime__01__parse-vs-format
trap-hunter	32	datetime-strptime-strftime	datetime-strptime-strftime__02__directive-mini-table
trap-hunter	33	datetime-overlap-logic	datetime-overlap-logic__01__overlap-rule
trap-hunter	34	datetime-overlap-logic	datetime-overlap-logic__02__lunch-meeting-pattern
trap-hunter	35	datetime-overlap-logic	datetime-overlap-logic__03__trap-hints
trap-hunter	36	pandas-series-vs-dataframe	pandas-series-vs-dataframe__01__one-column-selection-shapes
trap-hunter	37	pandas-series-vs-dataframe	pandas-series-vs-dataframe__03__datatype-difference-trap
trap-hunter	38	pandas-loc-iloc	pandas-loc-iloc__01__loc-vs-iloc
trap-hunter	39	pandas-loc-iloc	pandas-loc-iloc__02__bank-style-examples
trap-hunter	40	pandas-loc-iloc	pandas-loc-iloc__03__fast-warning
trap-hunter	41	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__01__correct-mask-syntax
trap-hunter	42	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__02__what-is-invalid
trap-hunter	43	pandas-map-vs-apply	pandas-map-vs-apply__01__decision-table
trap-hunter	44	pandas-map-vs-apply	pandas-map-vs-apply__03__common-wrong-patterns
trap-hunter	45	pandas-sort-index-vs-values	pandas-sort-index-vs-values__01__sorting-table
trap-hunter	46	pandas-sort-index-vs-values	pandas-sort-index-vs-values__03__trap-hint
ultra-dense-core	1	slicing-patterns	slicing-patterns__01__slice-syntax-table
ultra-dense-core	2	slicing-patterns	slicing-patterns__03__chunking-pattern
ultra-dense-core	3	zip-enumerate-core	zip-enumerate-core__01__what-they-produce
ultra-dense-core	4	zip-enumerate-core	zip-enumerate-core__02__useful-templates
ultra-dense-core	5	types-none-bool-equality	types-none-bool-equality__01__equality-truthiness-mini-table
ultra-dense-core	6	types-none-bool-equality	types-none-bool-equality__02__chains-and-booleans
ultra-dense-core	7	datetime-timedelta-day-counts	datetime-timedelta-day-counts__01__core-formulas
ultra-dense-core	8	datetime-timedelta-day-counts	datetime-timedelta-day-counts__03__type-trap
ultra-dense-core	9	datetime-strptime-strftime	datetime-strptime-strftime__01__parse-vs-format
ultra-dense-core	10	datetime-strptime-strftime	datetime-strptime-strftime__02__directive-mini-table
ultra-dense-core	11	list-comprehension-patterns	list-comprehension-patterns__01__syntax-patterns
ultra-dense-core	12	list-comprehension-patterns	list-comprehension-patterns__03__placement-trap
ultra-dense-core	13	dict-comprehension-patterns	dict-comprehension-patterns__01__core-shape
ultra-dense-core	14	dict-comprehension-patterns	dict-comprehension-patterns__03__high-frequency-mistake
ultra-dense-core	15	dict-build-count-aggregate	dict-build-count-aggregate__01__core-templates
ultra-dense-core	16	dict-build-count-aggregate	dict-build-count-aggregate__03__fast-reminder
ultra-dense-core	17	dict-iteration-equality	dict-iteration-equality__01__two-must-know-facts
ultra-dense-core	18	dict-iteration-equality	dict-iteration-equality__03__odd-one-out-pattern
ultra-dense-core	19	return-none-and-function-end	return-none-and-function-end__01__three-rules
ultra-dense-core	20	return-none-and-function-end	return-none-and-function-end__03__what-to-check-in-options
ultra-dense-core	21	local-vs-global-scope	local-vs-global-scope__01__scope-rules
ultra-dense-core	22	local-vs-global-scope	local-vs-global-scope__03__fast-elimination-hint
ultra-dense-core	23	oop-init-self-defaults	oop-init-self-defaults__01__constructor-checklist
ultra-dense-core	24	oop-init-self-defaults	oop-init-self-defaults__02__canonical-template
ultra-dense-core	25	oop-init-self-defaults	oop-init-self-defaults__03__common-wrong-answers
ultra-dense-core	26	pandas-series-vs-dataframe	pandas-series-vs-dataframe__01__one-column-selection-shapes
ultra-dense-core	27	pandas-series-vs-dataframe	pandas-series-vs-dataframe__03__datatype-difference-trap
ultra-dense-core	28	pandas-loc-iloc	pandas-loc-iloc__01__loc-vs-iloc
ultra-dense-core	29	pandas-loc-iloc	pandas-loc-iloc__03__fast-warning
ultra-dense-core	30	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__01__correct-mask-syntax
ultra-dense-core	31	pandas-boolean-mask-and-indexing	pandas-boolean-mask-and-indexing__02__what-is-invalid
ultra-dense-core	32	pandas-vectorized-new-columns	pandas-vectorized-new-columns__01__vectorized-patterns
ultra-dense-core	33	pandas-vectorized-new-columns	pandas-vectorized-new-columns__02__scalar-series-is-fine
ultra-dense-core	34	pandas-map-vs-apply	pandas-map-vs-apply__01__decision-table
ultra-dense-core	35	pandas-map-vs-apply	pandas-map-vs-apply__03__common-wrong-patterns
ultra-dense-core	36	split-join-replace	split-join-replace__01__method-table
ultra-dense-core	37	split-join-replace	split-join-replace__03__join-trap
ultra-dense-core	38	url-email-phone-parsing	url-email-phone-parsing__01__three-common-pipelines
ultra-dense-core	39	url-email-phone-parsing	url-email-phone-parsing__02__why-some-url-options-fail
ultra-dense-core	40	mcq-elimination-checklist	mcq-elimination-checklist__01__10-second-elimination-flow
ultra-dense-core	41	mcq-elimination-checklist	mcq-elimination-checklist__02__question-wording-decoder
ultra-dense-core	42	mutation-vs-return	mutation-vs-return__01__mutate-return-object-after-call
ultra-dense-core	43	mutation-vs-return	mutation-vs-return__03__fast-trap-signals
