snippet_slug	question_id
oop-compare-and-report-patterns	introduction-to-python-trial-final-exam-solutions-py22-q23
oop-compare-and-report-patterns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q20
oop-compare-and-report-patterns	resit-solutions-for-introduction-to-python-35761538-q20
oop-compare-and-report-patterns	sample-final-plus-answers-q02
oop-compare-and-report-patterns	trial-final-exam-solutions-introduction-to-python-3077951-q02
oop-init-self-defaults	final-exam-solutions-for-python-programming-62oop21-q01
oop-init-self-defaults	final-exam-study-guide-trial-python-basics-2023-q16
oop-init-self-defaults	final-exam-study-guide-trial-python-basics-2023-q22
oop-init-self-defaults	introduction-to-python-trial-final-exam-solutions-py22-q16
oop-init-self-defaults	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q16
oop-init-self-defaults	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q19
oop-init-self-defaults	resit-solutions-for-introduction-to-python-35761538-q16
oop-init-self-defaults	resit-solutions-for-introduction-to-python-35761538-q19
oop-init-self-defaults	sample-final-plus-answers-q01
oop-init-self-defaults	trial-final-exam-solutions-introduction-to-python-3077951-q01
oop-method-calls-and-self	final-exam-solutions-for-python-programming-62oop21-q01
oop-method-calls-and-self	introduction-to-python-trial-final-exam-solutions-py22-q24
oop-method-calls-and-self	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q19
oop-method-calls-and-self	resit-solutions-for-introduction-to-python-35761538-q19
oop-state-and-collection-attributes	final-exam-solutions-for-python-programming-62oop21-q02
oop-state-and-collection-attributes	final-exam-study-guide-trial-python-basics-2023-q24
oop-state-and-collection-attributes	introduction-to-python-trial-final-exam-solutions-py22-q16
oop-state-and-collection-attributes	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q20
oop-state-and-collection-attributes	resit-solutions-for-introduction-to-python-35761538-q20
oop-state-and-collection-attributes	sample-final-plus-answers-q02
oop-state-and-collection-attributes	trial-final-exam-solutions-introduction-to-python-3077951-q02
pandas-boolean-mask-and-indexing	final-exam-solutions-for-python-programming-62oop21-q07
pandas-boolean-mask-and-indexing	final-exam-solutions-for-python-programming-62oop21-q08
pandas-boolean-mask-and-indexing	final-exam-study-guide-trial-python-basics-2023-q19
pandas-boolean-mask-and-indexing	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q23
pandas-boolean-mask-and-indexing	resit-solutions-for-introduction-to-python-35761538-q23
pandas-build-from-args	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q15
pandas-build-from-args	resit-solutions-for-introduction-to-python-35761538-q15
pandas-loc-iloc	final-exam-solutions-for-python-programming-62oop21-q07
pandas-loc-iloc	introduction-to-python-trial-final-exam-solutions-py22-q14
pandas-loc-iloc	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q18
pandas-loc-iloc	resit-solutions-for-introduction-to-python-35761538-q18
pandas-loc-iloc	sample-final-plus-answers-q05
pandas-loc-iloc	sample-final-plus-answers-q06
pandas-loc-iloc	trial-final-exam-solutions-introduction-to-python-3077951-q05
pandas-loc-iloc	trial-final-exam-solutions-introduction-to-python-3077951-q06
pandas-map-vs-apply	final-exam-solutions-for-python-programming-62oop21-q05
pandas-map-vs-apply	final-exam-study-guide-trial-python-basics-2023-q19
pandas-map-vs-apply	final-exam-study-guide-trial-python-basics-2023-q20
pandas-map-vs-apply	introduction-to-python-trial-final-exam-solutions-py22-q19
pandas-map-vs-apply	introduction-to-python-trial-final-exam-solutions-py22-q20
pandas-map-vs-apply	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q24
pandas-map-vs-apply	resit-solutions-for-introduction-to-python-35761538-q24
pandas-series-vs-dataframe	final-exam-solutions-for-python-programming-62oop21-q07
pandas-series-vs-dataframe	final-exam-study-guide-trial-python-basics-2023-q14
pandas-series-vs-dataframe	introduction-to-python-trial-final-exam-solutions-py22-q14
pandas-series-vs-dataframe	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q18
pandas-series-vs-dataframe	resit-solutions-for-introduction-to-python-35761538-q18
pandas-series-vs-dataframe	sample-final-plus-answers-q05
pandas-series-vs-dataframe	trial-final-exam-solutions-introduction-to-python-3077951-q05
pandas-sort-index-vs-values	final-exam-solutions-for-python-programming-62oop21-q08
pandas-sort-index-vs-values	introduction-to-python-trial-final-exam-solutions-py22-q20
pandas-sort-index-vs-values	sample-final-plus-answers-q06
pandas-sort-index-vs-values	trial-final-exam-solutions-introduction-to-python-3077951-q06
pandas-string-and-date-columns	introduction-to-python-trial-final-exam-solutions-py22-q19
pandas-string-and-date-columns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q22
pandas-string-and-date-columns	resit-solutions-for-introduction-to-python-35761538-q22
pandas-vectorized-new-columns	final-exam-solutions-for-python-programming-62oop21-q05
pandas-vectorized-new-columns	final-exam-solutions-for-python-programming-62oop21-q06
pandas-vectorized-new-columns	final-exam-study-guide-trial-python-basics-2023-q20
pandas-vectorized-new-columns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q23
pandas-vectorized-new-columns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q24
pandas-vectorized-new-columns	resit-solutions-for-introduction-to-python-35761538-q23
pandas-vectorized-new-columns	resit-solutions-for-introduction-to-python-35761538-q24
return-none-and-function-end	final-exam-solutions-for-python-programming-62oop21-q21
return-none-and-function-end	final-exam-study-guide-trial-python-basics-2023-q10
return-none-and-function-end	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q02
return-none-and-function-end	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q03
return-none-and-function-end	resit-solutions-for-introduction-to-python-35761538-q02
return-none-and-function-end	resit-solutions-for-introduction-to-python-35761538-q03
set-vs-list-vs-dict	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q05
set-vs-list-vs-dict	resit-solutions-for-introduction-to-python-35761538-q05
slicing-patterns	final-exam-study-guide-trial-python-basics-2023-q09
slicing-patterns	final-exam-study-guide-trial-python-basics-2023-q11
slicing-patterns	introduction-to-python-trial-final-exam-solutions-py22-q09
slicing-patterns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q05
slicing-patterns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q12
slicing-patterns	resit-solutions-for-introduction-to-python-35761538-q05
slicing-patterns	resit-solutions-for-introduction-to-python-35761538-q12
slicing-patterns	sample-final-plus-answers-q18
slicing-patterns	trial-final-exam-solutions-introduction-to-python-3077951-q18
split-join-replace	final-exam-solutions-for-python-programming-62oop21-q03
split-join-replace	final-exam-solutions-for-python-programming-62oop21-q04
split-join-replace	final-exam-solutions-for-python-programming-62oop21-q09
split-join-replace	final-exam-solutions-for-python-programming-62oop21-q19
split-join-replace	final-exam-study-guide-trial-python-basics-2023-q17
split-join-replace	final-exam-study-guide-trial-python-basics-2023-q18
split-join-replace	introduction-to-python-trial-final-exam-solutions-py22-q17
split-join-replace	introduction-to-python-trial-final-exam-solutions-py22-q18
split-join-replace	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q14
split-join-replace	resit-solutions-for-introduction-to-python-35761538-q14
split-join-replace	sample-final-plus-answers-q04
split-join-replace	trial-final-exam-solutions-introduction-to-python-3077951-q04
targeted-string-edit-patterns	final-exam-solutions-for-python-programming-62oop21-q04
targeted-string-edit-patterns	final-exam-solutions-for-python-programming-62oop21-q19
targeted-string-edit-patterns	final-exam-study-guide-trial-python-basics-2023-q18
targeted-string-edit-patterns	introduction-to-python-trial-final-exam-solutions-py22-q18
targeted-string-edit-patterns	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q13
targeted-string-edit-patterns	resit-solutions-for-introduction-to-python-35761538-q13
types-none-bool-equality	final-exam-solutions-for-python-programming-62oop21-q10
types-none-bool-equality	final-exam-solutions-for-python-programming-62oop21-q13
types-none-bool-equality	final-exam-solutions-for-python-programming-62oop21-q18
types-none-bool-equality	final-exam-study-guide-trial-python-basics-2023-q03
types-none-bool-equality	introduction-to-python-trial-final-exam-solutions-py22-q01
types-none-bool-equality	introduction-to-python-trial-final-exam-solutions-py22-q03
types-none-bool-equality	introduction-to-python-trial-final-exam-solutions-py22-q24
types-none-bool-equality	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q01
types-none-bool-equality	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q03
types-none-bool-equality	resit-solutions-for-introduction-to-python-35761538-q01
types-none-bool-equality	resit-solutions-for-introduction-to-python-35761538-q03
types-none-bool-equality	sample-final-plus-answers-q13
types-none-bool-equality	sample-final-plus-answers-q17
types-none-bool-equality	trial-final-exam-solutions-introduction-to-python-3077951-q13
types-none-bool-equality	trial-final-exam-solutions-introduction-to-python-3077951-q17
url-email-phone-parsing	final-exam-solutions-for-python-programming-62oop21-q03
url-email-phone-parsing	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q15
url-email-phone-parsing	resit-solutions-for-introduction-to-python-35761538-q15
url-email-phone-parsing	sample-final-plus-answers-q04
url-email-phone-parsing	trial-final-exam-solutions-introduction-to-python-3077951-q04
zip-enumerate-core	final-exam-solutions-for-python-programming-62oop21-q16
zip-enumerate-core	final-exam-solutions-for-python-programming-62oop21-q23
zip-enumerate-core	final-exam-study-guide-trial-python-basics-2023-q05
zip-enumerate-core	final-exam-study-guide-trial-python-basics-2023-q08
zip-enumerate-core	introduction-to-python-trial-final-exam-solutions-py22-q04
zip-enumerate-core	introduction-to-python-trial-final-exam-solutions-py22-q05
zip-enumerate-core	introduction-to-python-trial-final-exam-solutions-py22-q08
zip-enumerate-core	introduction-to-python-trial-final-exam-solutions-py22-q10
zip-enumerate-core	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q11
zip-enumerate-core	resit-solutions-for-introduction-to-python-35761538-q11
zip-enumerate-core	sample-final-plus-answers-q03
zip-enumerate-core	sample-final-plus-answers-q20
zip-enumerate-core	trial-final-exam-solutions-introduction-to-python-3077951-q03
zip-enumerate-core	trial-final-exam-solutions-introduction-to-python-3077951-q20
